Index,Type,Price,Area,Location
4890,T2,379000,93,Faro
4891,T3,1000000,140,Porto
4892,T2,293000,111.41,Porto
4893,T2,310000,79.15,Faro
4894,T2,335000,101,Faro
4895,T1,255000,66,Faro
4896,T3,465000,116,Porto
4897,T3,340000,107.75,Faro
4898,T4,440000,171,Faro
4899,T1,275000,61,Faro
4901,T3,199800,100,Faro
4902,T0,259000,46,Faro
4903,T1,350000,64,Porto
4904,T4,305000,95,Lisboa
4905,T1,10500,87,Faro
4906,T1,199700,112,Santarém
4907,T2,320000,149,Faro
4908,T2,310000,122,Faro
4909,T2,230000,77,Faro
4910,T2,165000,83,Coimbra
4911,T2,330000,79.75,Faro
4912,T3,390000,96.39,Faro
4914,T1,425000,100,Lisboa
4915,T2,330000,79.75,Faro
4916,T1,235000,60.55,Faro
4917,T2,285000,113,Porto
4918,T1,260000,61.05,Faro
4919,T2,435000,109,Setúbal
4920,T2,250000,165,Porto
4921,T2,122000,123,Leiria
4922,T3,285000,143,Porto
4923,T3,360000,107.75,Faro
4924,T2,255000,163,Porto
4925,T4,1081200,176.21,Faro
4927,T3,850000,141,Faro
4928,T4,699600,146.12,Faro
4929,T3,265900,146.50,Lisboa
4930,T3,200000,84,Lisboa
4931,T2,310000,79.75,Faro
4932,T2,325000,79.15,Faro
4933,T2,325000,79.75,Faro
4934,T1,275000,61.05,Faro
4935,T2,280000,113.10,Faro
4936,T3,360000,107.75,Faro
4937,T3,340000,107.75,Faro
4938,T2,270000,79.75,Faro
4939,T2,330000,79.15,Faro
4940,T1,260000,61.05,Faro
4941,T0,249000,46,Faro
4942,T3,588300,148.81,Faro
4943,T2,310000,79.75,Faro
4944,T3,350000,107.75,Faro
4945,T2,330000,79.15,Faro
4946,T2,325000,79.75,Faro
4947,T1,235000,60.55,Faro
4948,T2,400000,83,Lisboa
4949,T4,2650000,289,Lisboa
4950,T3,352500,106.99,Setúbal
4951,T3,180000,144,Aveiro
4952,T3,155000,115,Aveiro
4953,T1,170000,47.30,Coimbra
4954,T3,370000,137,Aveiro
4955,T3,445550,137,Aveiro
4956,T3,650000,137,Aveiro
4957,T3,640000,137,Aveiro
4958,T3,375000,137,Aveiro
4959,T4,610000,226,Aveiro
4960,T3,445000,134,Porto
4961,T3,460000,144,Porto
4962,T3,430000,134,Porto
4963,T4,540000,154.50,Coimbra
4964,T2,270000,77.60,Coimbra
4965,T2,272000,72.80,Coimbra
4966,T2,290000,84.80,Coimbra
4967,T2,360000,102.70,Coimbra
4968,T1,199000,59.90,Coimbra
4969,T4,495000,100,Lisboa
4970,T2,369000,205,Lisboa
4971,T1,173000,61,Porto
4972,T3,199000,100,Leiria
4973,T3,346000,143,Porto
4974,T2,210000,78,Lisboa
4975,T3,215000,82,Lisboa
4976,T2,153000,68,Lisboa
4977,T0,140000,36,Porto
4978,T3,580000,96,Porto
4979,T3,960000,166,Aveiro
4980,T3,498000,120,Lisboa
4981,T3,960000,158,Aveiro
4982,T4,260000,137,Aveiro
4983,T2,435000,109.82,Faro
4984,T2,399750,99.22,Faro
4985,T3,580000,98.25,Porto
4986,T3,530500,122.15,Faro
4987,T3,630000,130.81,Faro
4988,T4,712500,161.07,Faro
4989,T2,440000,91.01,Porto
4990,T3,299000,128,Porto
4991,T1,229000,59,Setúbal
4992,T2,199999,71,Setúbal
4993,T3,365000,130,Porto
4994,T3,649000,173,Ilha da Madeira
4995,T3,415000,130,Porto
4996,T2,257500,88,Braga
4997,T3,440000,140,Porto
4998,T2,270300,104,Porto
4999,T2,275400,104,Porto
5000,T2,265200,104,Porto
5001,T2,285600,104,Porto
5002,T2,300900,109,Porto
5004,T3,125000,104.86,Santarém
5005,T2,240000,81.95,Faro
5006,T3,520435,130,Aveiro
5007,T2,350000,119.10,Faro
5008,T2,225000,84,Porto
5009,T2,190000,103,Leiria
5010,T1,158000,62.60,Leiria
5011,T1,235000,65,Porto
5012,T2,245500,74.80,Faro
5013,T3,300000,125,Porto
5014,T3,215000,110,Lisboa
5015,T3,319000,71.28,Lisboa
5016,T2,255000,96.86,Faro
5017,T4,1575000,165,Lisboa
5018,T2,349000,92,Faro
5019,T3,690000,178,Porto
5020,T3,179900,82,Setúbal
5021,T3,388000,144,Porto
5022,T2,320000,117,Porto
5023,T3,453200,144,Porto
5024,T3,399000,144,Porto
5025,T2,352775,116,Porto
5026,T2,364600,116,Porto
5027,T2,284000,100,Porto
5028,T2,370800,117,Porto
5029,T2,358500,116,Porto
5030,T2,350200,117,Porto
5031,T2,360500,117,Porto
5032,T2,365650,117,Porto
5033,T3,390000,144,Porto
5034,T3,446500,144,Porto
5036,T2,200000,73,Porto
5037,T2,155000,82,Braga
5038,T1,247000,51,Porto
5039,T1,185000,57.60,Porto
5040,T3,183000,102,Castelo Branco
5041,T1,195000,88,Porto
5042,T4,352000,204,Porto
5045,T3,205000,115,Porto
5046,T3,205000,156.50,Leiria
5047,T3,739900,142,Porto
5048,T4,197500,95,Leiria
5049,T1,135000,87,Braga
5050,T1,130000,87,Braga
5051,T2,155000,100,Braga
5052,T2,150000,100,Braga
5053,T3,185000,137,Braga
5054,T3,185000,138,Braga
5055,T3,180000,138,Braga
5056,T3,185000,134,Braga
5057,T3,180000,137,Braga
5058,T3,180000,134,Braga
5059,T3,195000,164,Braga
5060,T3,195000,161,Braga
5061,T3,190000,148,Braga
5062,T3,440000,140,Porto
5063,T3,800000,195,Porto
5064,T2,370000,98,Porto
5065,T3,259900,104,Porto
5066,T2,165000,100,Porto
5067,T2,160000,80,Porto
5068,T3,324900,221,Lisboa
5069,T2,209900,109,Braga
5070,T2,199900,109,Braga
5071,T3,285000,119.88,Leiria
5072,T6,2900000,646,Lisboa
5074,T3,625500,140,Porto
5075,T3,1017000,136,Porto
5076,T1,119800,47,Coimbra
5077,T5,1750000,265,Lisboa
5078,T3,809000,154,Porto
5079,T3,410000,115.81,Porto
5080,T5,440000,112,Porto
5081,T1,230000,53,Porto
5082,T3,545000,102,Porto
5083,T2,475000,94,Lisboa
5084,T3,360000,109,Leiria
5085,T2,490000,109,Porto
5086,T3,575000,85,Lisboa
5087,T3,1080000,299.20,Setúbal
5088,T3,1295000,350.40,Setúbal
5089,T3,680000,228.40,Setúbal
5090,T3,645000,178.45,Setúbal
5091,T3,624500,106,Aveiro
5092,T2,466900,97,Aveiro
5093,T1,279500,51,Aveiro
5094,T1,274000,54,Aveiro
5095,T2,400500,81,Aveiro
5096,T0,150000,36,Porto
5097,T4,849000,245,Porto
5098,T3,250000,93,Faro
5099,T1,245500,45,Aveiro
5100,T1,295000,50,Aveiro
5101,T3,595000,144,Aveiro
5102,T3,600000,145,Aveiro
5103,T2,430000,101,Aveiro
5104,T2,430000,98,Aveiro
5105,T3,400000,107,Aveiro
5106,T2,267500,80,Aveiro
5107,T1,245500,45,Aveiro
5108,T3,300000,85.50,Leiria
5109,T3,633000,154,Porto
5110,T2,375000,80.90,Leiria
5111,T3,567500,138,Porto
5112,T3,550000,160,Lisboa
5113,T1,161500,57.86,Porto
5114,T3,199000,105,Leiria
5115,T2,168000,91,Leiria
5118,T3,395000,120,Faro
5119,T2,370000,78,Faro
5120,T2,290000,79,Faro
5121,T3,335000,110,Faro
5125,T2,189000,129,Porto
5126,T2,646000,115,Porto
5127,T1,180000,52,Lisboa
5128,T2,565000,91,Faro
5129,T3,350000,137.50,Porto
5130,T3,624500,150,Porto
5131,T3,219900,106,Braga
5132,T2,259000,106,Setúbal
5133,T2,249000,106,Setúbal
5134,T2,465500,115,Porto
5135,T2,199800,103,Coimbra
5136,T2,325000,97,Faro
5137,T2,169000,65,Setúbal
5138,T1,212500,81,Porto
5139,T2,239500,73,Porto
5140,T2,585000,94,Faro
5141,T2,620000,98,Faro
5142,T3,280000,118,Lisboa
5143,T2,370000,95.15,Faro
5144,T2,354000,98.16,Setúbal
5145,T2,336000,88.76,Porto
5146,T2,249500,107.42,Setúbal
5147,T3,870000,165,Porto
5148,T2,380000,90,Faro
5149,T3,245000,100,Porto
5150,T2,235000,92,Porto
5151,T2,475000,120,Faro
5152,T3,695000,114,Lisboa
5153,T2,360000,113,Porto
5154,T5,630000,121,Lisboa
5155,T3,465000,124.41,Lisboa
5156,T2,250000,64,Porto
5157,T2,300000,89,Aveiro
5158,T1,189000,59.50,Faro
5159,T0,130000,25,Lisboa
5160,T1,305000,48,Lisboa
5161,T2,249000,70,Porto
5162,T3,320000,100,Porto
5163,T4,550000,165,Porto
5164,T2,492500,107.17,Faro
5165,T1,337500,75.60,Faro
5166,T4,460000,192,Faro
5167,T2,369000,99.21,Faro
5168,T3,587500,122.15,Faro
5170,T3,995000,166,Lisboa
5171,T4,1650000,257,Lisboa
5172,T4,2015000,348,Lisboa
5173,T2,595000,74.55,Faro
5174,T2,585000,74.70,Faro
5175,T2,640000,79.60,Faro
5176,T2,620000,74.55,Faro
5177,T2,615000,74.95,Faro
5178,T2,620000,79.40,Faro
5179,T2,595000,79.45,Faro
5180,T2,565000,72.15,Faro
5181,T2,179900,60,Setúbal
5182,T3,625500,140,Porto
5183,T2,595000,94,Faro
5184,T2,620000,94,Faro
5185,T3,215000,70,Lisboa
5186,T2,699000,85.10,Faro
5187,T3,205000,130,Braga
5188,T2,159500,60,Setúbal
5189,T1,367000,106,Braga
5190,T1,249000,66.42,Faro
5191,T1,340000,74,Porto
5192,T2,995000,125.35,Porto
5193,T2,1255000,160.22,Porto
5194,T2,1345000,181.21,Porto
5195,T3,120000,116,Porto
5196,T3,115000,101,Porto
5198,T2,160000,114,Porto
5199,T1,135000,70,Leiria
5200,T3,447500,128.70,Faro
5201,T3,430000,106,Ilha da Madeira
5203,T1,325000,102.40,Setúbal
5207,T3,260000,119,Lisboa
5208,T3,355000,107,Lisboa
5210,T4,440000,122,Lisboa
5211,T2,130000,64,Santarém
5212,T3,480000,135,Porto
5213,T1,181000,59,Porto
5214,T2,615000,80.80,Faro
5215,T2,345000,101.30,Porto
5216,T2,640000,99,Faro
5217,T1,135000,52,Lisboa
5218,T2,620000,98,Faro
5219,T2,565000,91,Faro
5220,T2,635000,94,Faro
5221,T2,595000,81,Faro
5222,T3,695000,125,Faro
5223,T2,220000,97.20,Faro
5224,T2,459000,149,Faro
5225,T2,425000,90,Faro
5226,T2,200000,94.70,Porto
5227,T3,624500,150.78,Porto
5228,T3,2995000,541.84,Lisboa
5230,T3,152000,101.80,Santarém
5231,T3,1250000,177,Porto
5232,T1,390000,63,Porto
5233,T4,399000,159,Porto
5234,T4,160000,93,Setúbal
5235,T2,195000,85,Lisboa
5236,T2,170000,48,Setúbal
5237,T3,425000,117.86,Faro
5238,T1,330000,62,Faro
5239,T3,265000,181,Porto
5240,T2,159900,70,Braga
5241,T2,530000,128.60,Porto
5242,T3,650000,131,Aveiro
5243,T3,392500,135,Braga
5244,T3,230000,93.45,Faro
5245,T3,199000,102,Braga
5246,T3,239000,92,Lisboa
5247,T2,199000,75,Lisboa
5248,T3,315000,138.75,Lisboa
5249,T3,535000,93.80,Lisboa
5250,T3,249900,100,Lisboa
5251,T2,435000,101.80,Faro
5252,T3,259000,92,Lisboa
5253,T2,470000,115,Porto
5254,T2,1200000,122,Faro
5255,T2,174900,105,Viana do Castelo
5256,T2,136000,104,Santarém
5257,T3,735000,134,Porto
5258,T4,1400000,164,Porto
5259,T2,550000,105,Lisboa
5260,T2,550000,110,Lisboa
5261,T3,710000,125,Lisboa
5262,T4,825000,145,Porto
5263,T3,705000,125,Lisboa
5264,T3,650000,136,Porto
5265,T3,705000,136,Porto
5266,T4,850000,145,Porto
5267,T3,660000,134,Porto
5268,T3,745000,136,Porto
5269,T3,550000,153.91,Porto
5270,T3,340147,135.10,Porto
5271,T1,180000,84,Leiria
5272,T2,238000,119,Leiria
5273,T3,330000,134.60,Faro
5274,T2,165000,96,Braga
5275,T3,365000,93,Aveiro
5276,T3,270000,143,Leiria
5277,T1,270000,63,Porto
5278,T1,345000,63,Setúbal
5279,T2,105000,90,Santarém
5280,T3,720000,183,Porto
5281,T2,445000,122,Porto
5282,T2,172000,67.71,Lisboa
5283,T4,472164,155,Faro
5284,T3,375144,130,Faro
5285,T1,99500,46,Coimbra
5287,T3,185000,114.28,Setúbal
5288,T3,380000,137.20,Porto
5289,T3,500000,160,Porto
5290,T2,395000,105,Lisboa
5291,T2,188000,80,Setúbal
5292,T3,490000,160,Porto
5293,T3,625500,140,Porto
5294,T4,1675000,112,Lisboa
5295,T2,227000,57,Lisboa
5296,T1,475000,57.87,Lisboa
5297,T2,242500,103,Porto
5298,T2,465000,102,Porto
5299,T2,375000,107,Porto
5300,T1,150000,63.10,Coimbra
5301,T2,180000,92,Porto
5302,T2,380000,75,Lisboa
5303,T4,350000,139,Porto
5304,T3,280000,110,Lisboa
5305,T3,150000,105,Aveiro
5306,T3,270000,110,Lisboa
5307,T2,122000,65.08,Setúbal
5308,T2,249000,106,Setúbal
5309,T1,215000,49,Faro
5310,T1,185000,59,Faro
5311,T3,297400,134.95,Lisboa
5312,T1,650000,80,Faro
5313,T1,262000,57,Porto
5314,T3,385000,130,Lisboa
5315,T3,215000,82,Lisboa
5317,T2,360000,133,Faro
5318,T2,295000,118,Faro
5319,T1,225000,48.20,Faro
5320,T3,450000,112,Faro
5321,T2,365000,86,Faro
5322,T2,380000,88,Faro
5323,T2,520000,92,Faro
5324,T3,180000,114,Coimbra
5325,T4,1400000,217,Porto
5326,T4,495000,121,Lisboa
5327,T1,237216,71,Faro
5328,T3,567500,139,Porto
5329,T2,169000,68,Santarém
5330,T3,730000,159,Porto
5331,T3,260000,120,Porto
5332,T3,392500,105,Porto
5333,T3,253000,110.30,Setúbal
5334,T4,382000,209.23,Setúbal
5335,T3,300000,68,Porto
5337,T3,376000,116,Porto
5338,T3,250000,127,Lisboa
5339,T4,950000,136,Lisboa
5340,T3,270000,70,Lisboa
5341,T3,595000,110,Lisboa
5342,T0,282000,68,Aveiro
5343,T3,913000,214.45,Setúbal
5344,T3,605000,194.42,Setúbal
5346,T2,330000,100.15,Faro
5348,T4,1250000,244,Ilha da Madeira
5349,T3,245000,96,Setúbal
5350,T3,199900,127,Aveiro
5351,T2,390000,101,Faro
5352,T2,145000,89,Coimbra
5353,T3,480000,140,Coimbra
5354,T1,96800,72,Leiria
5355,T3,245000,160.57,Leiria
5356,T3,374900,111.99,Faro
5357,T0,210000,40,Porto
5358,T0,169900,38,Braga
5359,T2,403942,132,Faro
5360,T3,250000,97,Porto
5361,T2,299000,92,Leiria
5362,T4,555000,149,Porto
5363,T3,265000,153,Braga
5364,T2,568900,224.08,Faro
5365,T3,450000,180,Lisboa
5366,T3,235000,124,Aveiro
5367,T1,201948,53,Faro
5368,T1,174044,64,Faro
5369,T2,330379,99,Faro
5370,T2,344255,99,Faro
5371,T2,344255,115,Faro
5372,T1,238129,76,Faro
5373,T1,245056,79,Faro
5374,T3,259900,111.40,Porto
5375,T1,279500,57.37,Porto
5376,T2,187500,61,Setúbal
5377,T2,288000,136.30,Faro
5378,T2,385000,109.82,Faro
5379,T1,219745,69,Faro
5380,T1,245057,79,Faro
5381,T2,344256,106,Faro
5382,T2,308270,110,Faro
5383,T2,318029,99,Faro
5384,T1,174045,64,Faro
5385,T1,185720,69,Faro
5386,T2,318029,115,Faro
5387,T3,375000,107,Aveiro
5388,T5,1800000,273,Porto
5389,T1,229000,71,Porto
5390,T3,430000,107,Faro
5391,T3,225000,85.56,Lisboa
5392,T2,470000,95,Porto
5393,T0,199000,41,Porto
5394,T3,149000,105,Coimbra
5395,T2,350000,94,Faro
5396,T3,275000,114,Setúbal
5397,T1,297500,60,Faro
5398,T3,149000,139,Coimbra
5399,T2,370000,115,Lisboa
5400,T3,425000,135,Lisboa
5402,T3,269000,114.08,Faro
5403,T3,270000,148,Viana do Castelo
5404,T3,745000,136,Porto
5405,T2,480000,113,Faro
5406,T3,450000,135,Lisboa
5407,T3,400000,130,Lisboa
5408,T2,199900,54,Lisboa
5409,T4,600000,171,Aveiro
5410,T4,120000,136,Aveiro
5411,T4,97000,138,Aveiro
5412,T3,265000,111.65,Coimbra
5413,T2,165000,88.85,Coimbra
5414,T1,165000,68.86,Coimbra
5416,T2,295000,84.80,Lisboa
5417,T3,2300000,247,Lisboa
5418,T1,215000,40,Lisboa
5419,T3,325000,102,Faro
5420,T2,320000,88,Porto
5421,T2,380000,88,Faro
5422,T2,345000,81,Faro
5423,T3,535000,151,Porto
5424,T4,345000,188,Braga
5425,T4,1450000,181,Porto
5426,T3,650000,135,Porto
5427,T4,850000,145,Porto
5428,T1,235000,59,Porto
5429,T3,650000,124,Porto
5430,T3,975000,110,Porto
5431,T3,775000,128,Porto
5432,T4,685000,188,Porto
5433,T4,710000,188,Porto
5434,T3,595000,121,Porto
5435,T3,545000,128,Porto
5436,T3,397000,115,Porto
5437,T3,287000,143,Leiria
5438,T3,320000,125,Leiria
5439,T2,235000,92,Leiria
5440,T2,250000,82,Leiria
5441,T1,165000,82,Leiria
5442,T3,380000,141,Leiria
5443,T3,310000,118,Leiria
5444,T3,281000,140,Leiria
5445,T2,235000,94,Leiria
5446,T3,285000,142,Leiria
5447,T3,279000,140,Leiria
5448,T1,165000,65,Leiria
5449,T2,450000,72,Lisboa
5450,T2,229000,88,Porto
5451,T2,495000,89,Lisboa
5452,T3,340000,123,Setúbal
5453,T5,460000,155,Porto
5454,T3,305000,123,Setúbal
5455,T3,295000,129,Braga
5456,T2,270000,103,Setúbal
5457,T2,245000,90.70,Coimbra
5458,T3,225000,101,Lisboa
5459,T2,280000,120,Setúbal
5460,T4,799500,140,Lisboa
5461,T2,260000,105,Setúbal
5462,T2,157000,75,Setúbal
5463,T2,357000,81,Porto
5464,T2,199900,89,Porto
5465,T3,179990,95,Braga
5466,T3,334900,158,Porto
5467,T4,429000,150,Aveiro
5469,T2,240000,79,Porto
5470,T2,255000,79,Porto
5471,T2,275000,89,Porto
5472,T2,250000,89,Porto
5473,T3,415000,120,Porto
5474,T2,280000,88,Porto
5475,T4,320000,147,Braga
5476,T1,230000,60,Porto
5477,T4,1350000,195,Lisboa
5478,T2,262500,94,Porto
5479,T3,160000,111,Lisboa
5480,T2,330000,102,Faro
5481,T3,545000,148,Lisboa
5482,T1,336175,70.10,Braga
5483,T2,498753,100.54,Braga
5484,T1,243348,53.54,Braga
5485,T2,495550,109.84,Braga
5486,T2,425560,106.39,Braga
5487,T3,372000,143,Braga
5488,T2,255000,95,Porto
5490,T4,295000,100,Lisboa
5491,T3,730000,125,Porto
5492,T3,940000,137,Porto
5493,T3,695000,137,Porto
5494,T4,1025000,159,Porto
5495,T2,525000,120,Porto
5496,T4,910000,159,Porto
5497,T2,195000,119.55,Setúbal
5498,T2,140000,61.50,Setúbal
5499,T5,835000,218,Lisboa
5500,T2,637000,115,Porto
5501,T2,440000,99,Porto
5502,T2,195000,89,Lisboa
5503,T3,467000,150.24,Setúbal
5504,T1,395000,51,Porto
5505,T4,460000,270,Porto
5506,T1,345000,84.30,Setúbal
5507,T2,365000,129.90,Faro
5508,T3,435000,150,Braga
5510,T2,398000,62,Lisboa
5512,T4,639800,196,Porto
5513,T1,285000,70,Setúbal
5514,T3,235000,154,Aveiro
5515,T2,275000,83,Porto
5516,T2,390000,94,Porto
5517,T3,332500,130.50,Porto
5518,T3,215000,70,Lisboa
5519,T3,209900,101,Braga
5520,T3,265000,148,Porto
5521,T2,398696,132,Faro
5522,T2,249000,131,Leiria
5523,T2,222000,137,Leiria
5524,T0,307000,45,Porto
5525,T2,190000,107,Porto
5526,T4,1030000,159,Porto
5527,T4,1040000,159,Porto
5528,T4,900000,159,Porto
5529,T3,805000,137,Porto
5530,T3,745000,137,Porto
5531,T3,715000,137,Porto
5532,T3,715000,125,Porto
5533,T2,525000,120,Porto
5534,T1,250000,48,Porto
5535,T0,199000,29,Porto
5536,T0,316000,50,Porto
5537,T0,193000,39,Porto
5538,T2,515000,116,Porto
5539,T4,325000,127,Lisboa
5540,T2,345000,101.30,Porto
5541,T2,165000,61,Setúbal
5542,T3,448000,95,Lisboa
5543,T3,342149,139,Porto
5544,T3,285000,149,Leiria
5545,T3,670000,150,Lisboa
5546,T2,500000,115,Lisboa
5547,T4,249000,112,Faro
5548,T3,360000,91,Faro
5549,T3,355000,91,Faro
5550,T3,375000,90,Faro
5551,T3,370000,90,Faro
5552,T3,360000,90,Faro
5553,T3,355000,90,Faro
5554,T3,350000,90,Faro
5555,T2,480000,110,Lisboa
5556,T1,259000,56,Porto
5558,T1,310000,65,Lisboa
5559,T4,425000,194,Braga
5560,T3,287500,134.61,Leiria
5561,T3,749900,110,Lisboa
5562,T5,565000,320,Porto
5563,T2,850000,174,Porto
5564,T3,581000,185,Faro
5565,T4,270000,179,Braga
5566,T4,930000,159,Lisboa
5569,T4,445000,162.64,Aveiro
5570,T3,1180000,173.50,Lisboa
5571,T4,399000,137,Porto
5572,T3,645000,93.92,Lisboa
5573,T1,220000,45,Porto
5574,T2,525000,101,Lisboa
5575,T3,515000,117,Setúbal
5576,T3,319900,115,Braga
5577,T2,320000,88,Porto
5578,T0,175000,41,Faro
5579,T2,355000,83,Porto
5580,T2,190000,63,Lisboa
5581,T3,1090000,299.20,Setúbal
5582,T3,660000,233.65,Setúbal
5583,T3,645000,178.45,Setúbal
5584,T2,355000,83,Porto
5585,T2,445000,122.24,Porto
5586,T3,720000,183,Porto
5587,T1,385000,51,Porto
5588,T6,590000,289,Porto
5589,T2,310000,77,Porto
5590,T2,340000,77,Porto
5591,T3,495000,129,Braga
5592,T1,385000,51,Porto
5593,T1,395000,51,Porto
5594,T4,757000,163,Porto
5595,T3,180000,102,Santarém
5596,T1,230000,65,Porto
5597,T1,305000,77.10,Setúbal
5598,T2,380000,118.50,Faro
5599,T2,325000,77,Porto
5600,T2,441000,94.70,Faro
5601,T3,389000,120.83,Porto
5602,T2,710000,136.69,Faro
5603,T3,510000,126,Setúbal
5604,T3,530000,142.44,Setúbal
5605,T3,2500000,179,Lisboa
5606,T4,457000,200,Faro
5607,T2,455000,158.69,Setúbal
5608,T2,388000,107,Setúbal
5609,T3,1020000,297.20,Setúbal
5610,T2,410000,107.80,Lisboa
5611,T3,380000,105.28,Lisboa
5612,T0,235000,59.98,Porto
5613,T2,345000,91.04,Aveiro
5614,T2,720000,122,Faro
5615,T1,315000,77.10,Setúbal
5616,T1,350000,62.39,Faro
5617,T3,2300000,157,Lisboa
5618,T4,585000,152.33,Porto
5619,T2,520000,114.10,Faro
5620,T2,315000,108.50,Lisboa
5621,T3,300000,110,Lisboa
5622,T3,430350,123,Porto
5623,T3,414800,123,Porto
5624,T4,674000,150,Porto
5625,T1,240000,90,Porto
5626,T3,1250000,182,Porto
5627,T3,650000,128,Porto
5629,T3,400000,123.27,Porto
5630,T2,175000,74,Porto
5631,T2,139000,78,Porto
5632,T4,540000,129.50,Lisboa
5634,T4,350000,223,Apartamento para comprar: Viseu
5635,T2,212000,104,Braga
5636,T6,498000,184,Lisboa
5638,T2,265000,99,Porto
5639,T3,619000,147,Porto
5640,T1,185000,55,Faro
5641,T2,490000,137.50,Setúbal
5642,T3,750000,154,Setúbal
5643,T2,450000,99.40,Faro
5644,T3,456000,128.05,Porto
5645,T3,515000,114,Setúbal
5646,T2,350000,91,Aveiro
5647,T1,315000,77.10,Setúbal
5648,T3,2500000,186.18,Lisboa
5650,T2,405000,107.80,Lisboa
5651,T2,358000,88,Setúbal
5652,T2,320000,99.59,Lisboa
5653,T2,341000,94.11,Porto
5654,T3,1690000,287.80,Lisboa
5655,T3,575000,129.05,Faro
5656,T3,230000,118,Viseu
5657,T3,595000,132,Porto
5658,T2,269000,71,Lisboa
5659,T2,340000,144,Leiria
5660,T2,362500,98.92,Setúbal
5661,T2,225000,66.10,Lisboa
5662,T2,220000,75,Aveiro
5663,T3,630000,148.40,Aveiro
5664,T3,590000,128,Lisboa
5665,T3,249000,118,Porto
5666,T3,650000,123.82,Lisboa
5667,T2,318000,92.01,Porto
5668,T3,394000,140,Setúbal
5669,T3,535000,132.70,Lisboa
5670,T2,400000,107.80,Lisboa
5671,T3,395000,105.28,Lisboa
5672,T4,442000,162.05,Faro
5673,T2,295000,84.09,Lisboa
5674,T3,447000,128.05,Porto
5676,T2,382000,108.80,Setúbal
5677,T2,275000,72.80,Coimbra
5678,T2,299000,68,Lisboa
5679,T1,189000,52,Porto
5680,T2,441000,107.34,Faro
5681,T2,436000,109.82,Faro
5682,T3,605000,130.81,Faro
5683,T2,415000,99.21,Faro
5684,T2,339000,92,Porto
5685,T3,360000,150,Lisboa
5686,T3,350000,145,Lisboa
5687,T3,575000,123,Ilha da Madeira
5688,T2,500000,89.30,Lisboa
5689,T2,445000,64,Lisboa
5690,T3,450000,88,Porto
5691,T5,264900,224,Braga
5693,T2,295000,72,Faro
5694,T4,290000,158,Porto
5695,T3,145000,116,Setúbal
5696,T4,1600000,304,Porto
5697,T2,399000,99,Porto
5698,T1,275000,63.14,Porto
5699,T1,255000,66.90,Faro
5700,T3,465000,92,Porto
5702,T2,230000,77,Faro
5703,T3,284000,132.85,Faro
5704,T2,420000,66,Faro
5705,T1,149900,93,Braga
5706,T2,312000,92.01,Porto
5707,T2,285000,84.09,Lisboa
5708,T3,448000,128.46,Setúbal
5709,T3,1300000,173.50,Lisboa
5710,T1,255000,67.30,Faro
5711,T2,355000,88,Setúbal
5712,T3,648000,136,Setúbal
5713,T3,675000,366.65,Faro
5714,T2,395000,107.80,Lisboa
5715,T3,525000,132.70,Lisboa
5716,T2,210000,68.65,Porto
5717,T1,275000,55,Porto
5718,T6,1300000,410,Lisboa
5719,T1,275000,80.56,Faro
5720,T2,284000,103,Faro
5721,T2,214900,84,Braga
5722,T1,245520,70,Faro
5723,T3,435000,135.84,Lisboa
5724,T2,475000,135.30,Faro
5725,T2,417500,106,Faro
5728,T3,550000,135.60,Faro
5729,T4,386000,162.20,Faro
5730,T3,566000,162.70,Porto
5732,T2,450000,112.80,Lisboa
5733,T3,1290000,173.50,Lisboa
5734,T3,2700000,143,Faro
5735,T2,1900000,123,Faro
5736,T3,2700000,147,Faro
5737,T2,345000,120,Faro
5738,T2,215000,98,Braga
5739,T1,250000,63,Porto
5740,T3,435000,152,Porto
5741,T3,420000,152,Porto
5742,T2,387000,96,Porto
5743,T3,470000,158,Porto
5744,T4,425000,228,Porto
5745,T2,278000,102.30,Faro
5746,T3,740000,119.28,Porto
5747,T2,416500,114,Aveiro
5748,T3,750000,170,Aveiro
5749,T2,411500,114,Aveiro
5750,T3,517935,133,Aveiro
5751,T3,520435,133,Aveiro
5752,T3,599500,170,Aveiro
5753,T4,866250,191,Aveiro
5754,T4,1155000,220,Aveiro
5755,T4,1023750,220,Aveiro
5756,T2,127500,77,Porto
5757,T3,360000,128,Braga
5758,T3,179000,166,Braga
5759,T2,338800,92,Porto
5760,T3,179500,117,Braga
5761,T2,280000,97,Braga
5762,T2,349900,81,Porto
5764,T1,230000,54,Porto
5765,T1,240000,54,Porto
5766,T1,210000,56,Porto
5767,T1,209900,54,Porto
5768,T1,200000,54,Porto
5769,T3,344000,132,Braga
5770,T2,390000,94,Porto
5771,T2,355000,83,Porto
5772,T2,490000,109,Porto
5773,T2,360000,83,Porto
5774,T2,455000,98,Porto
5775,T2,440000,94,Porto
5776,T3,720000,183,Porto
5777,T2,189000,77,Braga
5778,T2,465000,102,Porto
5779,T1,395000,51,Porto
5780,T1,390000,51,Porto
5781,T2,850000,98,Porto
5782,T0,335000,42,Porto
5783,T0,325000,42,Porto
5784,T0,330000,42,Porto
5785,T1,385000,51,Porto
5786,T4,425000,167,Braga
5787,T3,540000,156,Porto
5788,T2,357000,80,Porto
5789,T2,372000,88,Porto
5790,T1,262000,57,Porto
5793,T2,283000,86,Braga
5794,T2,244500,90,Braga
