Index,Type,Price,Area,Location
8038,T3,860000,160.06,Lisboa
8039,T2,595000,110.43,Lisboa
8040,T2,560000,94.21,Lisboa
8041,T2,765000,118.11,Lisboa
8042,T2,685000,110.01,Lisboa
8043,T1,490000,56,Lisboa
8044,T2,880000,116,Lisboa
8045,T2,845000,116,Lisboa
8046,T1,480000,60,Lisboa
8047,T2,244900,88.50,Porto
8048,T3,269000,176,Viana do Castelo
8049,T3,269000,186,Viana do Castelo
8050,T3,264000,176,Viana do Castelo
8051,T3,375000,300,Viana do Castelo
8052,T3,375000,299,Viana do Castelo
8053,T3,375000,296,Viana do Castelo
8054,T2,255000,164,Viana do Castelo
8055,T3,289000,186,Viana do Castelo
8056,T2,225000,125,Viana do Castelo
8057,T2,210000,125,Viana do Castelo
8058,T4,297000,214,Viana do Castelo
8059,T1,180000,135,Viana do Castelo
8060,T3,274000,188,Viana do Castelo
8061,T3,289000,175,Viana do Castelo
8062,T2,234900,84.90,Porto
8063,T2,225000,127,Viana do Castelo
8064,T2,210000,127,Viana do Castelo
8065,T3,269000,175,Viana do Castelo
8066,T4,297000,193,Viana do Castelo
8067,T3,260000,171,Viana do Castelo
8068,T1,157500,104,Viana do Castelo
8069,T3,264000,175,Viana do Castelo
8070,T2,218900,82.60,Porto
8073,T2,200000,131,Viana do Castelo
8074,T4,315000,210,Viana do Castelo
8075,T3,274000,186,Viana do Castelo
8076,T2,264500,79,Setúbal
8077,T4,740000,179,Porto
8078,T4,2570000,205,Lisboa
8079,T3,1000000,140,Porto
8080,T1,565000,53,Lisboa
8081,T3,269000,185,Viana do Castelo
8084,T1,150000,49,Aveiro
8085,T2,219900,83.50,Porto
8086,T3,650000,156,Porto
8087,T2,249900,88.50,Porto
8088,T2,249900,84.80,Porto
8089,T1,210000,75.83,Porto
8090,T3,414000,113,Porto
8091,T2,430000,121,Porto
8092,T3,1590000,185,Lisboa
8093,T2,239900,85,Porto
8095,T4,398000,120,Setúbal
8096,T1,179900,64.40,Porto
8097,T1,175000,55,Faro
8098,T3,2000000,270,Lisboa
8099,T3,620000,127.85,Lisboa
8100,T2,255000,88,Braga
8101,T4,495000,166,Setúbal
8102,T3,440000,99,Lisboa
8103,T1,235000,66.36,Aveiro
8104,T2,199900,64,Setúbal
8105,T2,475000,112,Porto
8107,T3,365000,125,Setúbal
8108,T3,370000,125,Setúbal
8109,T3,360000,125,Setúbal
8111,T2,228900,82.20,Porto
8112,T2,234900,85,Porto
8113,T3,595000,133,Porto
8114,T2,189900,96.64,Porto
8115,T2,845000,115.95,Lisboa
8116,T2,880000,115.95,Lisboa
8117,T3,435000,135.84,Lisboa
8118,T2,845000,115.85,Lisboa
8119,T5,990000,228,Porto
8120,T3,740000,119.28,Porto
8121,T3,1950000,175,Porto
8122,T1,125000,60,Faro
8123,T3,1250000,163.42,Lisboa
8125,T2,345000,111,Porto
8126,T4,700000,197.90,Faro
8127,T3,350000,108,Lisboa
8128,T2,280000,78,Setúbal
8129,T5,615000,378.97,Porto
8130,T2,690000,116,Lisboa
8131,T3,400000,202.04,Porto
8132,T1,440000,63.10,Lisboa
8133,T3,550000,130,Lisboa
8134,T1,190000,55.89,Porto
8135,T2,480000,200,Lisboa
8136,T3,435000,135.84,Lisboa
8137,T2,585000,92,Coimbra
8138,T2,420000,88.90,Porto
8139,T3,425000,174,Porto
8140,T1,425000,55,Porto
8141,T3,445000,135.84,Lisboa
8142,T2,260000,106,Porto
8143,T2,249900,80,Porto
8144,T4,935000,156,Lisboa
8145,T2,695000,97,Lisboa
8146,T3,633000,87,Lisboa
8147,T4,1294000,168,Lisboa
8149,T2,249900,82.20,Porto
8150,T2,199900,80,Porto
8151,T3,220000,132,Faro
8152,T3,530000,128,Porto
8153,T2,220000,100,Porto
8154,T3,289000,77,Porto
8155,T3,289500,75,Porto
8156,T0,120000,30,Porto
8157,T3,180000,134,Braga
8158,T1,130000,83,Braga
8159,T2,155000,96,Braga
8160,T1,135000,83,Braga
8161,T2,150000,96,Braga
8162,T3,185000,133,Braga
8163,T3,180000,133,Braga
8164,T3,185000,131,Braga
8165,T3,185000,138,Braga
8166,T3,180000,135,Braga
8167,T3,195000,160,Braga
8168,T3,180000,130,Braga
8169,T3,195000,159,Braga
8170,T3,190000,146,Braga
8171,T3,277000,139,Porto
8172,T2,315000,78,Braga
8173,T2,330000,88,Braga
8174,T3,255000,102.30,Porto
8175,T1,255000,62,Braga
8176,T3,355000,108,Braga
8177,T1,260000,58,Braga
8178,T2,300000,78,Braga
8179,T2,315000,88,Braga
8180,T3,340000,108,Braga
8181,T2,320000,88,Braga
8182,T2,310000,78,Braga
8183,T2,285000,78,Braga
8184,T2,300000,88,Braga
8185,T3,325000,108,Braga
8186,T2,285000,88,Braga
8187,T2,295000,78,Braga
8188,T2,305000,88,Braga
8189,T2,270000,78,Braga
8190,T3,310000,107,Braga
8191,T2,290000,88,Braga
8192,T2,280000,78,Braga
8193,T2,255000,88,Braga
8194,T2,260000,78,Braga
8195,T2,300000,98,Braga
8196,T2,255000,85,Braga
8197,T3,1350000,176,Porto
8198,T3,294000,111,Porto
8199,T3,279500,74,Porto
8200,T2,148000,65,Lisboa
8201,T2,159000,85,Aveiro
8202,T3,160000,90,Setúbal
8203,T3,650000,155,Porto
8204,T3,253000,123,Porto
8205,T2,180500,85,Lisboa
8206,T4,2474027,326,Porto
8207,T1,190000,58,Viana do Castelo
8208,T3,240000,156,Porto
8209,T3,250000,130,Porto
8210,T3,560000,159.17,Porto
8211,T2,265000,100.75,Faro
8212,T3,542430,120.54,Porto
8213,T2,304500,85,Faro
8214,T2,163500,81,Lisboa
8215,T2,985000,115.85,Lisboa
8216,T2,985000,115.95,Lisboa
8217,T2,950000,115.85,Lisboa
8218,T2,880000,115.85,Lisboa
8219,T2,810000,116,Lisboa
8220,T1,450000,56,Lisboa
8221,T4,480000,183.48,Aveiro
8222,T4,598000,196.86,Porto
8224,T2,290900,86,Porto
8225,T2,280000,75,Porto
8226,T3,235000,126.50,Viana do Castelo
8227,T1,243000,65.79,Porto
8228,T3,380000,145,Setúbal
8229,T0,430000,73,Porto
8231,T3,449000,118,Lisboa
8232,T2,390000,80.86,Faro
8233,T3,529000,107,Leiria
8234,T1,137500,45,Lisboa
8235,T2,425000,120.80,Porto
8236,T3,375000,106,Leiria
8237,T2,239500,74,Leiria
8238,T1,280000,51.80,Porto
8239,T3,336000,129,Aveiro
8240,T2,289900,83,Porto
8241,T2,175000,77.10,Porto
8242,T2,411645,84.45,Porto
8243,T3,576030,120.54,Porto
8244,T2,369600,78.62,Porto
8245,T2,527988,115,Porto
8246,T2,335988,89,Porto
8247,T2,359988,63,Porto
8248,T3,255000,115.50,Porto
8249,T3,545000,102,Porto
8251,T5,459500,140,Porto
8252,T3,220000,102,Porto
8253,T4,850000,189,Lisboa
8254,T3,1550000,139,Lisboa
8255,T4,1025330,236,Porto
8256,T2,350000,86.95,Lisboa
8257,T2,950000,115.95,Lisboa
8258,T3,345290,146,Porto
8259,T1,249000,85,Faro
8260,T2,285000,77.70,Porto
8261,T2,840000,115.85,Lisboa
8262,T2,780000,115.85,Lisboa
8263,T1,170000,79.10,Porto
8264,T2,140000,77,Coimbra
8265,T2,335000,95,Faro
8266,T2,285900,86,Porto
8267,T2,295900,82.80,Porto
8268,T1,160000,74,Porto
8269,T1,198000,58,Faro
8270,T3,285000,102,Setúbal
8271,T2,310000,77,Porto
8272,T3,336000,148.06,Aveiro
8273,T3,445000,135.84,Lisboa
8274,T3,435000,135.84,Lisboa
8275,T2,198000,72,Faro
8276,T1,430000,56,Lisboa
8277,T3,615000,134,Porto
8278,T3,259500,74,Porto
8279,T2,798000,131,Setúbal
8281,T2,270000,73,Porto
8282,T2,362200,99.80,Porto
8283,T3,462000,113.80,Porto
8284,T4,550000,158.50,Porto
8286,T5,277000,89,Porto
8287,T3,1690000,210,Lisboa
8288,T4,1025330,236,Porto
8289,T2,215000,83,Porto
8290,T2,185000,64.92,Faro
8291,T3,385000,107,Leiria
8292,T2,255000,76,Porto
8293,T3,210000,104,Porto
8294,T3,1080000,118,Lisboa
8295,T1,300000,41.80,Porto
8296,T4,1025000,158.80,Porto
8297,T3,314000,126,Porto
8298,T3,650000,177.27,Lisboa
8299,T2,310900,85.50,Porto
8300,T2,258000,81,Aveiro
8301,T3,435000,136,Lisboa
8302,T3,650000,177.27,Lisboa
8303,T3,670000,145,Faro
8304,T2,275000,92,Porto
8305,T2,275000,92,Porto
8306,T2,480000,162,Lisboa
8307,T2,530000,120,Lisboa
8308,T3,185000,96,Porto
8309,T3,207500,93,Porto
8310,T3,265000,140,Santarém
8311,T3,1320000,175.53,Porto
8312,T3,1215000,155.71,Porto
8313,T2,745000,121.10,Lisboa
8314,T3,325800,137.70,Porto
8315,T2,294750,100.70,Porto
8316,T2,260800,93.90,Porto
8317,T2,313200,112,Porto
8318,T2,251300,95.70,Porto
8319,T2,283500,93.80,Porto
8320,T2,256200,95.80,Porto
8321,T2,281250,110,Porto
8322,T3,338800,137.70,Porto
8323,T2,281400,110,Porto
8324,T2,266400,95.80,Porto
8325,T2,246200,93.90,Porto
8326,T2,293100,101.20,Porto
8327,T3,327900,135.60,Porto
8328,T3,332100,137.70,Porto
8329,T3,392850,153.20,Porto
8330,T2,306700,100.20,Porto
8331,T3,341100,135.60,Porto
8334,T3,165000,90,Braga
8335,T1,270000,71,Faro
8336,T1,445000,94.46,Faro
8337,T3,375000,102,Porto
8338,T2,325000,109.06,Porto
8339,T3,439000,118,Lisboa
8340,T3,960000,148,Porto
8341,T2,499000,67.98,Lisboa
8342,T4,350000,105,Lisboa
8343,T3,330000,169,Lisboa
8344,T3,749900,119,Lisboa
8345,T0,225000,51,Porto
8352,T1,310000,41.80,Porto
8358,T2,194000,100,Lisboa
8364,T1,179900,42,Faro
8365,T1,535000,85,Lisboa
8378,T2,230000,73,Porto
8379,T2,290900,86,Porto
8380,T3,380000,108,Porto
8381,T2,310000,81.82,Faro
8382,T3,205000,101,Aveiro
8383,T2,285900,86,Porto
8384,T1,220900,64.30,Porto
8385,T3,310000,89,Lisboa
8386,T2,285900,82.80,Porto
8387,T2,850000,82,Lisboa
8389,T3,565000,128,Porto
8390,T2,289900,86,Porto
8391,T0,202873,39.10,Porto
8392,T0,220536,55.10,Porto
8393,T0,206340,51.60,Porto
8394,T0,175982,39.10,Porto
8395,T0,231575,48.60,Porto
8396,T1,239540,59.90,Porto
8397,T2,295000,86,Porto
8398,T2,150000,100,Braga
8399,T1,130000,80,Braga
8400,T3,280000,81,Faro
8401,T3,265000,113,Porto
8403,T2,460000,89,Porto
8404,T2,480000,64,Lisboa
8405,T2,230000,84.80,Porto
8406,T2,710000,97.70,Lisboa
8407,T3,1200000,207.80,Lisboa
8408,T2,760000,123.40,Lisboa
8409,T2,720000,109.30,Lisboa
8410,T0,325000,43.10,Lisboa
8411,T2,740000,111.20,Lisboa
8412,T0,320000,38.70,Lisboa
8413,T0,310000,36.80,Lisboa
8414,T0,315000,40.30,Lisboa
8415,T2,730000,111.80,Lisboa
8416,T1,500000,63.20,Lisboa
8417,T1,460000,52.90,Lisboa
8418,T2,690000,97.60,Lisboa
8419,T1,530000,79.90,Lisboa
8420,T2,720000,120.30,Lisboa
8422,T1,450000,58.40,Lisboa
8423,T1,520000,87,Lisboa
8424,T1,490000,68.50,Lisboa
8425,T2,680000,109,Lisboa
8426,T2,710000,121.10,Lisboa
8427,T1,480000,63.40,Lisboa
8428,T1,520000,80.90,Lisboa
8429,T2,640000,101.60,Lisboa
8430,T1,440000,52.40,Lisboa
8431,T2,700000,119.20,Lisboa
8432,T1,470000,69.10,Lisboa
8433,T1,510000,80.90,Lisboa
8434,T2,700000,107.90,Lisboa
8435,T2,720000,130.70,Lisboa
8436,T1,490000,75.10,Lisboa
8437,T1,500000,80.90,Lisboa
8438,T1,440000,74.80,Lisboa
8439,T2,700000,117.30,Lisboa
8440,T1,550000,68.90,Lisboa
8441,T2,310900,85.50,Porto
8442,T2,295900,82.80,Porto
8443,T2,290900,86,Porto
8444,T2,295900,86,Porto
8445,T2,299900,85.50,Porto
8446,T2,285900,82.80,Porto
8447,T2,289900,86,Porto
8448,T2,840000,141,Lisboa
8449,T2,985000,116,Lisboa
8450,T2,780000,116,Lisboa
8452,T3,330000,128,Porto
8453,T3,930000,127.32,Porto
8454,T2,365000,86.29,Porto
8455,T0,393000,50.70,Lisboa
8456,T1,428000,59.71,Lisboa
8457,T3,478000,125.45,Setúbal
8458,T3,480000,125.45,Setúbal
8459,T2,368000,93.60,Setúbal
8460,T5,3765000,270,Lisboa
8462,T2,210000,80,Porto
8463,T1,399000,49,Lisboa
8464,T3,2880000,149,Lisboa
8465,T3,980000,160,Lisboa
8466,T3,99000,92,Coimbra
8467,T2,495000,98.30,Porto
8468,T2,1180000,116,Lisboa
8469,T3,425000,140,Aveiro
8470,T1,190000,49,Porto
8471,T3,1200000,109,Lisboa
8472,T2,475000,112,Porto
8473,T2,950000,116,Lisboa
8474,T2,745000,142,Lisboa
8475,T2,290000,80,Lisboa
8476,T2,295000,85,Lisboa
8477,T3,365000,115,Lisboa
8478,T2,160000,50,Lisboa
8479,T1,399900,61,Lisboa
8480,T5,1398000,185,Porto
8481,T3,279500,70,Porto
8482,T2,308900,96,Porto
8483,T3,2100000,202,Faro
8484,T2,380000,96,Faro
8485,T4,830000,98,Faro
8486,T1,254540,59.90,Porto
8487,T0,233564,54.60,Porto
8488,T1,239540,59.90,Porto
8489,T1,239184,59.80,Porto
8490,T1,254184,59.80,Porto
8491,T1,254540,59.90,Porto
8492,T2,120000,64,Setúbal
8493,T2,149900,79,Porto
8494,T2,395000,108.15,Lisboa
8495,T1,399900,64,Lisboa
8496,T2,429900,75,Lisboa
8497,T1,349900,44,Lisboa
8498,T3,575000,122,Lisboa
8499,T3,279500,77,Porto
8500,T3,259500,74,Porto
8501,T2,270000,73,Lisboa
8502,T3,167000,84,Lisboa
8504,T1,179000,50.90,Porto
8506,T2,750000,77.05,Lisboa
8507,T1,1300000,129,Lisboa
8508,T4,880000,172.91,Porto
8509,T3,805000,156.86,Porto
8510,T3,735000,143.63,Porto
8511,T4,940000,179.91,Porto
8512,T2,225000,67.30,Porto
8513,T2,215000,67.30,Porto
8514,T2,220000,76.70,Porto
8515,T4,4500000,207,Lisboa
8516,T0,400000,82,Porto
8517,T2,365000,85,Porto
8518,T3,1141000,130,Lisboa
8519,T3,758363,150.90,Porto
8520,T3,842000,150,Porto
8521,T3,942000,150,Porto
8522,T3,550000,311,Porto
8523,T2,399900,42,Lisboa
8524,T4,417500,94,Lisboa
8525,T5,1150000,166,Lisboa
8526,T2,279282,58.75,Setúbal
8527,T3,429900,45,Lisboa
8528,T2,665500,115,Porto
8529,T2,295000,76,Aveiro
8530,T3,370000,110,Aveiro
8531,T1,278807,59.90,Porto
8532,T1,278451,59.80,Porto
8533,T1,304687,66.20,Porto
8534,T1,304327,66.10,Porto
8535,T2,900000,110,Lisboa
8536,T1,349900,44,Lisboa
8537,T2,310000,107.10,Faro
8538,T1,155000,86,Aveiro
8539,T3,326000,110,Porto
8540,T3,1100000,146.30,Lisboa
8541,T3,400000,107,Leiria
8544,T5,4500000,358,Lisboa
8545,T1,399000,49,Lisboa
8546,T3,1055000,143,Lisboa
8547,T2,745000,121,Lisboa
8548,T3,995000,131,Lisboa
8549,T3,750000,114.80,Porto
8550,T3,1700000,250,Lisboa
8551,T2,780000,116,Lisboa
8552,T2,810000,116,Lisboa
8553,T1,470000,56,Lisboa
8554,T1,480000,60,Lisboa
8555,T1,560000,58,Lisboa
8556,T1,560000,61,Lisboa
8557,T1,550000,56,Lisboa
8558,T1,540000,61,Lisboa
8559,T2,985000,116,Lisboa
8560,T2,915000,116,Lisboa
8561,T2,950000,116,Lisboa
8562,T2,840000,116,Lisboa
8563,T1,530000,56,Lisboa
8564,T2,880000,116,Lisboa
8565,T2,845000,116,Lisboa
8566,T1,510000,56,Lisboa
8567,T2,810000,115.85,Lisboa
8568,T4,1400000,164.10,Porto
8569,T4,1450000,181.20,Porto
8570,T3,735000,133.60,Porto
8571,T1,310000,41.80,Porto
8572,T3,750000,130.40,Porto
8573,T2,475000,89,Porto
8574,T2,495000,98.30,Porto
8575,T3,705000,135.70,Porto
8576,T4,850000,145.10,Porto
8577,T2,198000,80,Porto
8578,T1,300000,41.80,Porto
8579,T3,650000,133.70,Porto
8580,T3,660000,1 337,Porto
8581,T2,278900,82,Porto
8582,T1,204900,70,Porto
8583,T1,174900,58,Porto
8584,T4,825000,145.10,Porto
8585,T2,299900,89,Porto
8586,T2,289900,82,Porto
8587,T2,278000,75,Setúbal
8588,T3,269000,126.80,Porto
8589,T3,419900,130,Porto
8590,T1,390000,72,Porto
8591,T1,450000,58.40,Lisboa
8592,T3,279500,59.85,Porto
8593,T1,175000,63,Leiria
8594,T3,530450,135,Porto
8595,T1,329600,87,Porto
8596,T4,Preçosobconsulta,157.30,Porto
8597,T5,1398000,185,Porto
8598,T3,270000,106.61,Faro
8599,T3,699000,172,Porto
8600,T3,370000,110,Aveiro
8601,T3,349000,122,Porto
8602,T3,220000,119,Setúbal
8603,T1,399000,65,Lisboa
8604,T4,4089191,258.63,Lisboa
8605,T3,3496759,231.58,Lisboa
8606,T3,2798036,181.22,Lisboa
8607,T4,3936889,258.63,Lisboa
8608,T3,3191073,231.58,Lisboa
8609,T4,3534577,258.63,Lisboa
8610,T2,2999700,182,Lisboa
8611,T2,2242891,141.83,Lisboa
8612,T3,2620219,172.61,Lisboa
8613,T3,820000,133.47,Porto
8614,T2,255000,306,Braga
8615,T2,325000,94,Faro
8616,T2,375000,90,Porto
8617,T2,147000,44,Setúbal
8618,T3,807000,154,Porto
8619,T5,425000,251,Coimbra
8620,T3,265000,124,Porto
8621,T2,500000,91,Lisboa
8622,T3,179000,93,Porto
8623,T2,160000,90,Porto
8624,T2,2554794,176,Lisboa
8625,T2,4069013,231.46,Lisboa
8626,T4,4503569,258.63,Lisboa
8627,T3,4216832,232.26,Lisboa
8628,T3,342000,148,Aveiro
8629,T3,336000,150,Aveiro
8630,T4,528000,191,Aveiro
8631,T4,480000,184,Aveiro
8632,T2,1275000,529,Faro
8633,T1,415000,86,Faro
8634,T3,905000,196,Faro
8635,T1,395000,95,Faro
8636,T2,619000,115,Faro
8637,T2,985000,115,Lisboa
8638,T2,300000,120,Porto
8639,T3,174900,110,Porto
8640,T3,366000,148.06,Aveiro
8641,T3,259900,101,Lisboa
8642,T4,324500,175,Porto
8643,T5,457000,158.85,Faro
8644,T1,199500,62,Aveiro
8645,T3,340000,122,Aveiro
8646,T1,172500,81,Braga
8647,T1,350000,46,Lisboa
8648,T3,269500,117.60,Faro
8649,T2,529900,104,Lisboa
8650,T0,499800,81,Lisboa
8651,T2,165000,82,Porto
8652,T3,1590000,129.90,Lisboa
8653,T1,180000,111.33,Braga
8654,T3,3770646,326.67,Lisboa
8655,T2,2336908,197.80,Lisboa
8656,T2,2199793,177.30,Lisboa
8657,T4,780000,190,Setúbal
8658,T3,138000,88.86,Braga
8659,T3,690000,160,Setúbal
8660,T3,450000,130,Setúbal
8661,T0,160000,38.13,Faro
8662,T2,380000,122,Lisboa
8663,T3,317500,112,Porto
8664,T1,175000,43,Faro
8665,T1,175000,43,Faro
8666,T1,175000,43,Faro
8667,T1,175000,43,Faro
8668,T1,175000,43,Faro
8669,T1,175000,43,Faro
8670,T1,175000,43,Faro
8671,T1,175000,43,Faro
8672,T1,175000,43,Faro
8673,T1,175000,43,Faro
8674,T1,175000,43,Faro
8675,T4,300000,162,Setúbal
8676,T1,147500,69,Lisboa
8677,T2,300000,101.01,Porto
8678,T2,255000,97.32,Porto
8679,T3,270000,111.30,Coimbra
8680,T3,764000,154,Porto
8681,T2,205000,93.70,Porto
8682,T1,210000,52.33,Porto
8683,T2,275900,82,Porto
8684,T2,375000,114,Porto
8687,T5,970000,180,Lisboa
8688,T3,1200000,185.50,Lisboa
8689,T3,1200000,185.50,Lisboa
8690,T3,785000,138.46,Porto
8691,T0,169000,39,Porto
8692,T1,470000,56,Lisboa
8693,T1,480000,60,Lisboa
8694,T2,845000,116,Lisboa
8695,T2,880000,116,Lisboa
8696,T2,915000,116,Lisboa
8697,T1,510000,56,Lisboa
8698,T1,530000,56,Lisboa
8699,T1,540000,60,Lisboa
8700,T2,950000,116,Lisboa
8701,T1,550000,56,Lisboa
8702,T1,560000,58,Lisboa
8703,T1,560000,60,Lisboa
8704,T2,985000,116,Lisboa
8705,T2,845000,115,Lisboa
8706,T2,810000,116,Lisboa
8707,T2,780000,116,Lisboa
8708,T2,840000,116,Lisboa
8709,T3,995000,131,Lisboa
8710,T2,745000,121,Lisboa
8711,T1,399000,49,Lisboa
8712,T2,840000,97,Lisboa
8713,T2,810000,94,Lisboa
8714,T1,470000,46,Lisboa
8715,T2,845000,94,Lisboa
8716,T2,880000,94,Lisboa
8717,T1,480000,48,Lisboa
8718,T1,450000,47,Lisboa
8719,T2,915000,94,Lisboa
8720,T1,490000,47,Lisboa
8721,T2,745000,102,Lisboa
8722,T1,540000,48,Lisboa
8723,T3,995000,110,Lisboa
8724,T2,880000,94,Lisboa
8725,T1,530000,47,Lisboa
8726,T1,510000,46,Lisboa
8727,T1,560000,49,Lisboa
8728,T2,915000,94,Lisboa
8729,T1,430000,46,Lisboa
8730,T2,810000,94,Lisboa
8731,T1,560000,50,Lisboa
8732,T2,950000,94,Lisboa
8733,T2,985000,97,Lisboa
8734,T1,550000,49,Lisboa
8735,T2,985000,97,Lisboa
8736,T2,780000,94,Lisboa
8737,T2,475000,112,Porto
8743,T2,295800,103,Porto
8744,T2,285600,103,Porto
8745,T2,280000,96,Aveiro
8746,T1,560000,49,Lisboa
8747,T1,550000,48,Lisboa
8748,T1,510000,48,Lisboa
8749,T1,490000,48,Lisboa
8750,T1,530000,48,Lisboa
8751,T1,470000,48,Lisboa
8752,T1,399000,42,Lisboa
8753,T3,995000,111,Lisboa
8754,T2,985000,99,Lisboa
8755,T2,810000,99,Lisboa
8756,T2,780000,99,Lisboa
8757,T2,745000,103,Lisboa
8758,T2,880000,99,Lisboa
8759,T2,880000,99,Lisboa
8760,T1,560000,51,Lisboa
8761,T1,480000,51,Lisboa
8762,T2,915000,99,Lisboa
8763,T2,845000,99,Lisboa
8764,T2,950000,99,Lisboa
8765,T1,540000,51,Lisboa
8766,T2,300900,108,Porto
8767,T2,270300,103,Porto
8768,T2,275400,103,Porto
8769,T3,180000,93,Porto
8770,T2,288000,81,Faro
8771,T3,215000,138.70,Leiria
8773,T2,180000,91,Lisboa
8774,T3,249900,149,Lisboa
8775,T1,315000,50,Leiria
8776,T2,755000,121,Lisboa
8777,T4,1844242,291,Porto
8778,T2,299500,72,Leiria
8779,T3,169000,110,Coimbra
8780,T3,365000,137,Porto
8781,T2,250000,90,Porto
8782,T1,197500,60,Porto
8783,T4,595000,117,Aveiro
8784,T3,460000,105,Aveiro
8785,T3,390000,100,Aveiro
8786,T3,310000,82,Aveiro
8787,T0,170000,33,Porto
8788,T2,295000,82,Porto
8789,T1,161000,62,Faro
8790,T3,402000,101,Aveiro
8791,T2,330000,86,Aveiro
8792,T3,650000,128,Porto
8793,T3,800000,105.05,Lisboa
8794,T3,810000,105.05,Lisboa
8795,T1,160000,46.33,Faro
8796,T1,150000,46.33,Faro
8797,T3,1350000,175,Porto
8798,T1,260000,53.50,Lisboa
8799,T1,280000,91,Faro
8800,T3,195000,111,Faro
8801,T3,376686,85,Setúbal
8802,T2,263250,62,Setúbal
8803,T3,365715,85,Setúbal
8804,T3,348300,85,Setúbal
8805,T2,271148,62,Setúbal
8806,T2,279282,62,Setúbal
8807,T3,346940,83,Setúbal
8808,T2,235000,73,Braga
8809,T2,350000,92,Faro
8810,T3,460000,104,Lisboa
8811,T3,125000,108,Santarém
8812,T3,269000,127,Porto
8813,T2,255000,72,Faro
8814,T2,307900,96,Porto
8815,T3,366000,148,Aveiro
8816,T3,348000,149,Aveiro
8817,T3,372000,149,Aveiro
8818,T2,198000,78,Porto
8819,T3,342000,148,Aveiro
8820,T4,1844242,291,Porto
8821,T3,336000,149,Aveiro
8822,T3,348000,149,Aveiro
8823,T3,395000,100,Lisboa
8824,T3,336000,149,Aveiro
8825,T1,320000,60,Porto
8826,T4,528000,190,Aveiro
8827,T4,480000,183,Aveiro
8828,T4,528000,190,Aveiro
8829,T4,480000,183,Aveiro
8830,T2,265200,103,Porto
8831,T3,350000,118,Porto
8832,T3,195000,104,Setúbal
8833,T1,180000,48,Porto
8834,T2,495000,94,Lisboa
8835,T3,595000,120,Lisboa
8836,T2,420000,103,Faro
8837,T2,345000,110,Faro
8838,T2,385000,103,Faro
8839,T2,380000,110,Faro
8840,T2,495000,70,Lisboa
8841,T2,375000,110,Faro
8842,T4,750000,160,Lisboa
8843,T2,460000,145.28,Faro
8844,T2,590000,94,Faro
8845,T2,365000,110,Faro
8846,T3,400000,123,Faro
8847,T2,172500,55,Lisboa
8848,T4,540000,218,Castelo Branco
8849,T2,220000,65,Lisboa
8850,T3,229900,74,Lisboa
8852,T2,275000,65,Lisboa
8853,T3,385000,180,Aveiro
8854,T2,495000,200,Lisboa
8855,T3,1100000,300,Lisboa
8856,T3,226000,107.10,Aveiro
8857,T3,835000,175,Porto
8859,T2,665000,91.05,Lisboa
8860,T4,2828364,270,Porto
8861,T2,270000,78,Porto
8862,T2,240000,58,Lisboa
8863,T2,155000,96,Aveiro
8864,T3,520000,145.50,Faro
8865,T3,229900,129,Braga
8866,T2,193000,74,Lisboa
8867,T2,530000,116.72,Lisboa
8868,T3,437500,122.77,Lisboa
8869,T2,242000,92,Viana do Castelo
8870,T3,485000,92,Porto
8871,T3,730000,138,Lisboa
8872,T2,520000,138,Porto
8873,T2,395000,89.90,Aveiro
8874,T1,355000,90,Lisboa
8875,T3,215000,78,Lisboa
8876,T3,260000,100,Faro
8877,T0,124900,34,Braga
8878,T3,330000,123,Aveiro
8879,T1,420000,102,Porto
8880,T1,225000,76,Porto
8881,T1,320000,60,Porto
8882,T1,195000,82,Porto
8883,T2,240000,85,Porto
8884,T4,1100000,225,Porto
8885,T3,608000,143,Porto
8886,T2,430000,93,Porto
8887,T2,191000,94.18,Aveiro
8888,T3,216000,101.18,Aveiro
8889,T3,226000,105.41,Aveiro
8890,T3,216000,100.36,Aveiro
8891,T2,186000,68.76,Aveiro
8892,T3,515000,117,Setúbal
8893,T2,695000,128,Lisboa
8894,T3,235000,117,Santarém
8895,T3,232500,117,Santarém
8896,T0,608000,130.70,Porto
8897,T3,440000,151,Porto
8898,T1,395000,51,Porto
8899,T0,325000,42,Porto
8900,T2,245000,111.04,Braga
8901,T2,1100000,123,Faro
8902,T3,1450000,147,Faro
8903,T2,245000,99.39,Faro
8904,T2,257800,97.70,Braga
8905,T3,209500,98,Lisboa
8906,T3,295000,136.55,Braga
8908,T4,1844242,291,Porto
8909,T2,289000,85,Porto
8910,T3,250500,133,Castelo Branco
8911,T3,270500,142,Castelo Branco
8912,T2,225000,83.70,Faro
8913,T3,275500,154,Castelo Branco
8914,T1,172500,63,Castelo Branco
8915,T2,232500,89,Castelo Branco
8916,T2,225000,84,Castelo Branco
8917,T2,227500,87,Castelo Branco
8918,T1,165000,67,Castelo Branco
8919,T3,440000,140,Braga
8920,T3,440000,182,Braga
8921,T3,780000,105.05,Lisboa
8922,T3,1220000,105.05,Lisboa
8923,T3,250000,101,Porto
8924,T2,195000,66,Porto
8925,T0,219560,50,Porto
8926,T1,265600,66,Porto
8927,T1,265200,66,Porto
8928,T0,222300,49,Porto
8929,T1,490000,56,Lisboa
8930,T1,298400,65,Porto
8931,T2,725000,132.30,Faro
8932,T0,205000,39,Porto
8933,T0,179550,40,Porto
